MT	1	9
MT	2	8
MT	3	10
MT	4	10
MT	5	10
MT	6	12
MT	7	11
MT	8	12
MT	9	13
MT	10	14
MT	11	14
MT	12	14
MT	13	14
MT	14	14
MT	15	14
MT	16	13
MT	17	15
MT	18	15
MT	19	15
MT	20	15
MT	21	15
MT	22	14
MT	23	15
MT	24	15
MT	25	13
MT	26	15
MT	27	15
MT	28	15
MT	29	16
MT	30	16
MT	31	17
MT	32	17
MT	33	17
MT	34	17
MT	35	19
MT	36	19
MT	37	18
MT	38	19
MT	39	19
MT	40	20
MT	41	20
MT	42	19
MT	43	19
MT	44	22
MT	45	22
MT	46	22
MT	47	24
MT	48	24
MT	49	25
MT	50	23
MT	51	25
MT	52	25
MT	53	24
MT	54	25
MT	55	25
MT	56	24
MT	57	25
MT	58	24
MT	59	25
MT	60	25
MT	61	25
MT	62	26
MT	63	26
MT	64	26
MT	65	25
MT	66	27
MT	67	27
MT	68	26
MT	69	27
MT	70	25
MT	71	27
MT	72	26
MT	73	26
MT	74	26
MT	75	26
MT	76	26
MT	77	27
MT	78	29
MT	79	29
MT	80	29
MT	81	29
MT	82	28
MT	83	28
MT	84	27
MT	85	28
MT	86	29
MT	87	29
MT	88	29
MT	89	28
MT	90	30
MT	91	31
MT	92	32
MT	93	33
MT	94	33
MT	95	32
MT	96	33
MT	97	35
MT	98	35
MT	99	36
MT	100	38
MT	101	37
MT	102	35
MT	103	38
MT	104	36
MT	105	38
MT	106	37
MT	107	34
MT	108	36
MT	109	36
MT	110	34
MT	111	32
MT	112	34
MT	113	33
MT	114	34
MT	115	35
MT	116	34
MT	117	34
MT	118	33
MT	119	33
MT	120	33
MT	121	34
MT	122	33
MT	123	34
MT	124	33
MT	125	36
MT	126	33
MT	127	35
MT	128	33
MT	129	33
MT	130	33
MT	131	34
MT	132	35
MT	133	35
MT	134	35
MT	135	34
MT	136	32
MT	137	32
MT	138	31
MT	139	33
MT	140	33
MT	141	33
MT	142	34
MT	143	34
MT	144	31
MT	145	31
MT	146	31
MT	147	30
MT	148	31
MT	149	30
MT	150	30
MT	151	30
MT	152	30
MT	153	29
MT	154	29
MT	155	30
MT	156	29
MT	157	30
MT	158	30
MT	159	30
MT	160	29
MT	161	28
MT	162	28
MT	163	28
MT	164	28
MT	165	29
MT	166	29
MT	167	29
MT	168	29
MT	169	29
MT	170	28
MT	171	29
MT	172	29
MT	173	29
MT	174	29
MT	175	29
MT	176	28
MT	177	27
MT	178	27
MT	179	27
MT	180	27
MT	181	27
MT	182	27
MT	183	26
MT	184	26
MT	185	26
MT	186	25
MT	187	25
MT	188	23
MT	189	24
MT	190	23
MT	191	23
MT	192	22
MT	193	21
MT	194	22
MT	195	22
MT	196	22
MT	197	21
MT	198	20
MT	199	20
MT	200	17
MT	201	18
MT	202	19
MT	203	19
MT	204	19
MT	205	21
MT	206	19
MT	207	20
MT	208	21
MT	209	21
MT	210	21
MT	211	23
MT	212	21
MT	213	24
MT	214	24
MT	215	25
MT	216	24
MT	217	25
MT	218	24
MT	219	24
MT	220	25
MT	221	25
MT	222	25
MT	223	24
MT	224	23
MT	225	21
MT	226	22
MT	227	20
MT	228	19
MT	229	21
MT	230	20
MT	231	19
MT	232	22
MT	233	23
MT	234	23
MT	235	23
MT	236	25
MT	237	25
MT	238	26
MT	239	25
MT	240	26
MT	241	27
MT	242	27
MT	243	26
MT	244	26
MT	245	26
MT	246	27
MT	247	26
MT	248	25
MT	249	25
MT	250	25
MT	251	25
MT	252	25
MT	253	25
MT	254	25
MT	255	24
MT	256	23
MT	257	23
MT	258	23
MT	259	24
MT	260	25
MT	261	25
MT	262	24
MT	263	25
MT	264	25
MT	265	24
MT	266	23
MT	267	23
MT	268	24
MT	269	26
MT	270	25
MT	271	26
MT	272	24
MT	273	26
MT	274	27
MT	275	27
MT	276	27
MT	277	27
MT	278	28
MT	279	27
MT	280	28
MT	281	28
MT	282	28
MT	283	29
MT	284	29
MT	285	28
MT	286	29
MT	287	28
MT	288	29
MT	289	29
MT	290	29
MT	291	30
MT	292	31
MT	293	32
MT	294	31
MT	295	32
MT	296	32
MT	297	29
MT	298	32
MT	299	32
MT	300	31
MT	301	34
MT	302	29
MT	303	32
MT	304	36
MT	305	35
MT	306	36
MT	307	36
MT	308	36
MT	309	34
MT	310	31
MT	311	29
MT	312	30
MT	313	28
MT	314	31
MT	315	27
MT	316	17
MT	317	22
MT	318	20
MT	319	22
MT	320	22
MT	321	19
MT	322	22
MT	323	23
MT	324	23
MT	325	24
MT	326	23
MT	327	25
MT	328	23
MT	329	26
MT	330	28
MT	331	27
MT	332	29
MT	333	29
MT	334	29
MT	335	28
MT	336	29
MT	337	29
MT	338	30
MT	339	30
MT	340	28
MT	341	28
MT	342	25
MT	343	29
MT	344	26
MT	345	28
MT	346	28
MT	347	29
MT	348	29
MT	349	30
MT	350	28
MT	351	30
MT	352	30
MT	353	29
MT	354	30
MT	355	31
MT	356	32
MT	357	34
MT	358	35
MT	359	35
MT	360	36
MT	361	35
MT	362	35
MT	363	36
MT	364	37
MT	365	37
MT	366	37
MT	367	40
MT	368	41
MT	369	40
MT	370	41
MT	371	42
MT	372	42
MT	373	42
MT	374	43
MT	375	42
MT	376	42
MT	377	42
MT	378	43
MT	379	44
MT	380	43
MT	381	45
MT	382	46
MT	383	47
MT	384	47
MT	385	47
MT	386	46
MT	387	47
MT	388	51
MT	389	53
MT	390	52
MT	391	55
MT	392	55
MT	393	54
MT	394	55
MT	395	55
MT	396	54
MT	397	55
MT	398	55
MT	399	56
MT	400	58
MT	401	57
MT	402	56
MT	403	54
MT	404	57
MT	405	56
MT	406	56
MT	407	56
MT	408	59
MT	409	60
MT	410	60
MT	411	60
MT	412	60
MT	413	60
MT	414	57
MT	415	58
MT	416	58
MT	417	58
MT	418	59
MT	419	59
MT	420	59
MT	421	59
MT	422	59
MT	423	58
MT	424	59
MT	425	58
MT	426	57
MT	427	57
MT	428	58
MT	429	56
MT	430	52
MT	431	57
MT	432	51
MT	433	57
MT	434	58
MT	435	57
MT	436	58
MT	437	57
MT	438	57
MT	439	56
MT	440	58
MT	441	58
MT	442	57
MT	443	60
MT	444	60
MT	445	60
MT	446	60
MT	447	61
MT	448	59
MT	449	61
MT	450	62
MT	451	62
MT	452	62
MT	453	63
MT	454	63
MT	455	62
MT	456	62
MT	457	61
MT	458	62
MT	459	62
MT	460	62
MT	461	64
MT	462	66
MT	463	66
MT	464	62
MT	465	67
MT	466	62
MT	467	63
MT	468	64
MT	469	64
MT	470	65
MT	471	63
MT	472	59
MT	473	66
MT	474	63
MT	475	66
MT	476	68
MT	477	68
MT	478	67
MT	479	65
MT	480	63
MT	481	68
MT	482	67
MT	483	69
MT	484	67
MT	485	68
MT	486	67
MT	487	67
MT	488	64
MT	489	61
MT	490	63
MT	491	66
MT	492	67
MT	493	62
MT	494	68
MT	495	67
MT	496	66
MT	497	67
MT	498	72
MT	499	72
MT	500	70
MT	501	72
MT	502	72
MT	503	70
MT	504	68
MT	505	71
MT	506	74
MT	507	74
MT	508	69
MT	509	73
MT	510	74
MT	511	75
MT	512	75
MT	513	72
MT	514	75
MT	515	75
MT	516	76
MT	517	76
MT	518	76
MT	519	76
MT	520	77
MT	521	76
MT	522	79
MT	523	76
MT	524	81
MT	525	80
MT	526	79
MT	527	81
MT	528	78
MT	529	79
MT	530	81
MT	531	80
MT	532	82
MT	533	81
MT	534	82
MT	535	82
MT	536	81
MT	537	82
MT	538	82
MT	539	78
MT	540	81
MT	541	85
MT	542	86
MT	543	85
MT	544	84
MT	545	79
MT	546	82
MT	547	83
MT	548	82
MT	549	82
MT	550	81
MT	551	80
MT	552	83
MT	553	84
MT	554	83
MT	555	81
MT	556	78
MT	557	79
MT	558	82
MT	559	85
MT	560	82
MT	561	80
MT	562	77
MT	563	74
MT	564	72
MT	565	71
MT	566	72
MT	567	69
MT	568	75
MT	569	76
MT	570	75
MT	571	74
MT	572	74
MT	573	71
MT	574	71
MT	575	69
MT	576	68
MT	577	68
MT	578	64
MT	579	68
MT	580	67
MT	581	68
MT	582	67
MT	583	67
MT	584	67
MT	585	66
MT	586	65
MT	587	66
MT	588	65
MT	589	65
MT	590	65
MT	591	67
MT	592	67
MT	593	67
MT	594	67
MT	595	67
MT	596	66
MT	597	68
MT	598	70
MT	599	68
MT	600	67
MT	601	69
MT	602	68
MT	603	68
MT	604	67
MT	605	69
MT	606	69
MT	607	67
MT	608	66
MT	609	66
MT	610	69
MT	611	68
MT	612	68
MT	613	69
MT	614	70
MT	615	72
MT	616	73
MT	617	71
MT	618	71
MT	619	73
MT	620	74
MT	621	72
MT	622	72
MT	623	71
MT	624	74
MT	625	73
MT	626	74
MT	627	76
MT	628	75
MT	629	75
MT	630	74
MT	631	74
MT	632	72
MT	633	71
MT	634	71
MT	635	73
MT	636	72
MT	637	72
MT	638	74
MT	639	75
MT	640	74
MT	641	72
MT	642	69
MT	643	69
MT	644	71
MT	645	72
MT	646	71
MT	647	71
MT	648	71
MT	649	71
MT	650	71
MT	651	71
MT	652	69
MT	653	70
MT	654	70
MT	655	69
MT	656	69
MT	657	67
MT	658	65
MT	659	63
MT	660	65
MT	661	63
MT	662	66
MT	663	66
MT	664	68
MT	665	67
MT	666	70
MT	667	69
MT	668	69
MT	669	68
MT	670	68
MT	671	67
MT	672	67
MT	673	66
MT	674	66
MT	675	65
MT	676	64
MT	677	62
MT	678	63
MT	679	63
MT	680	63
MT	681	63
MT	682	63
MT	683	63
MT	684	64
MT	685	62
MT	686	62
MT	687	61
MT	688	62
MT	689	62
MT	690	62
MT	691	62
MT	692	60
MT	693	60
MT	694	59
MT	695	59
MT	696	61
MT	697	60
MT	698	57
MT	699	55
MT	700	55
MT	701	54
MT	702	54
MT	703	54
MT	704	53
MT	705	53
MT	706	53
MT	707	53
MT	708	55
MT	709	56
MT	710	53
MT	711	53
MT	712	53
MT	713	54
MT	714	53
MT	715	51
MT	716	49
MT	717	49
MT	718	50
MT	719	49
MT	720	46
MT	721	50
MT	722	48
MT	723	47
MT	724	48
MT	725	49
MT	726	48
MT	727	46
MT	728	46
MT	729	46
MT	730	47
MT	731	46
MT	732	47
MT	733	46
MT	734	46
MT	735	46
MT	736	47
MT	737	47
MT	738	46
MT	739	43
MT	740	46
MT	741	44
MT	742	46
MT	743	46
MT	744	47
MT	745	47
MT	746	48
MT	747	48
MT	748	48
MT	749	49
MT	750	50
MT	751	51
MT	752	51
MT	753	50
MT	754	48
MT	755	50
MT	756	50
MT	757	51
MT	758	51
MT	759	52
MT	760	52
MT	761	50
MT	762	50
MT	763	50
MT	764	50
MT	765	49
MT	766	49
MT	767	48
MT	768	47
MT	769	46
MT	770	47
MT	771	49
MT	772	48
MT	773	47
MT	774	48
MT	775	49
MT	776	48
MT	777	48
MT	778	48
MT	779	50
MT	780	50
MT	781	49
MT	782	49
MT	783	50
MT	784	49
MT	785	50
MT	786	50
MT	787	50
MT	788	50
MT	789	49
MT	790	48
MT	791	49
MT	792	50
MT	793	50
MT	794	49
MT	795	50
MT	796	48
MT	797	47
MT	798	46
MT	799	46
MT	800	45
MT	801	44
MT	802	46
MT	803	46
MT	804	46
MT	805	45
MT	806	46
MT	807	44
MT	808	46
MT	809	44
MT	810	42
MT	811	41
MT	812	42
MT	813	41
MT	814	42
MT	815	42
MT	816	41
MT	817	42
MT	818	40
MT	819	39
MT	820	38
MT	821	37
MT	822	37
MT	823	37
MT	824	37
MT	825	37
MT	826	36
